gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
0610007P14Rik	1010.9290700195627	-0.5589571781654102	0.11987724220756625	4.662746388489497	3.120171766045243e-6	1.3536405688193087e-5
0610009B22Rik	615.1777460511129	-0.4940695675276302	0.1520529727301585	3.249325275635571	0.0011567911852137498	0.0034208995935986705
0610009E02Rik	49.17222703796249	-0.8151587615144399	0.5173027992318204	1.575786488541966	0.11507501727407574	0.21025765864000673
0610009L18Rik	41.39110317416144	-0.8409916476393554	0.5614578928398478	1.4978712711395488	0.13416669910656243	0.23912079702983263
0610009O20Rik	3493.0919481918354	0.029822059115445942	0.07528340866907324	-0.3961305637280074	0.6920087120504069	0.8154744761520831
0610010F05Rik	8807.794617432131	-0.3166232144686679	0.061287733501857046	5.166175943822006	2.3893189073489527e-7	1.1757996641625347e-6
0610010K14Rik	1424.5883836152577	0.6190836439751791	0.10964812974630232	-5.646093968110355	1.641341566490067e-8	9.176745041696156e-8
0610011F06Rik	615.725561411222	-0.3034536529018653	0.15731985204904575	1.9288961243572817	0.05374375907370192	0.10908812753911634
0610030E20Rik	807.0688493688051	-0.1280247287441699	0.13286972373314282	0.9635357487556483	0.33527873298513494	0.49675277448280664
0610037L13Rik	1433.574785335888	-0.20412594410872378	0.1052886093889393	1.938727705621758	0.052534503185328936	0.10689604901755267
0610038B21Rik	3.7687510838125893	-0.7886921465660042	1.8152933403995957	0.4344709083725231	0.6639465158655411	0.795057841040577
0610040B10Rik	157.67617264997324	-0.04605125227278278	0.28585124664843664	0.16110215649827267	0.8720129417922422	0.9331078271344674
0610040J01Rik	308.72942363950096	-0.011749116083976757	0.2108926654850896	0.05571135466921886	0.9555717538347324	0.9779964959991084
1110001J03Rik	683.1337734361042	-0.2801225659708975	0.14154427931730046	1.9790454783619018	0.047810886134313606	0.09829430206984249
1110002J07Rik	57.80457745529894	0.3087466836824307	0.47445539406325676	-0.6507391159331346	0.5152149082871009	0.6760617956717427
1110002L01Rik	1520.3926038980167	0.20046333914091505	0.1058209560160369	-1.8943633349006537	0.058176799623906136	0.11672806213449143
1110004E09Rik	961.8284498090145	-0.3127854153858463	0.12979082721566437	2.4099192685328417	0.015956050826773437	0.03751289644795956
1110004F10Rik	6794.661541965516	-0.0965780485910406	0.06279826773807266	1.5379094371497815	0.12407075953142577	0.22398229303048142
1110007C09Rik	760.2807858828484	-0.04740406840112522	0.13827931496193654	0.3428138793873393	0.7317384837552945	0.844314053221555
1110008F13Rik	2461.9011715947727	0.15462224940929076	0.08721537748008401	-1.7728782913838719	0.07624887657832823	0.14765988269038713
1110008L16Rik	819.4185585247358	1.1187876273923698	0.13698946228462514	-8.166961229965612	3.1625447866060174e-16	3.355791803421508e-15
1110008P14Rik	2206.3476816051325	-0.28751233946167326	0.08762843166616237	3.2810394297253622	0.001034252847085486	0.0030834615690389644
1110012L19Rik	764.3600808172881	-0.25407395099542796	0.1350409919146656	1.8814579735609545	0.0599096470301088	0.11990126705373316
1110015O18Rik	27.596958922765992	-0.5203323063320352	0.66742471959945	0.7796119787776347	0.43561930292638296	0.6012412749615426
1110017D15Rik	65.38739748439305	1.129048083184284	0.4974436790199329	-2.2697003315204296	0.023225771289982367	0.05248223898740519
1110018N20Rik	9.23448310802723	-1.2169606522005514	1.1535184956107998	1.0549988204187037	0.2914258642286992	0.4456343231450515
1110019D14Rik	64.25456907913332	-0.14150615771318079	0.43925475040217066	0.32215054608657345	0.7473386473980431	0.8546216799222991
1110020A21Rik	34.406710005148085	0.9525509441725425	0.6059089394353038	-1.5721024764221219	0.11592678728744255	0.21163093896608295
1110025M09Rik	32.90239674967275	0.15872059522139642	0.6120741088578673	-0.25931597648783034	0.7953914534624074	0.8852943390065369
1110032A03Rik	1417.0278842892144	-0.0742623467264168	0.1157132647145773	0.6417790294794214	0.5210166674794299	0.6812302779427463
